x-axis,1
second,Volt
-24.10000E-09,-992.18702326E-06
-24.05000E-09,-1.01562452437E-03
-24.00000E-09,-1.04687452585E-03
-23.95000E-09,-1.07812452734E-03
-23.90000E-09,-1.10937452882E-03
-23.85000E-09,-1.11718702919E-03
-23.80000E-09,-1.11718702919E-03
-23.75000E-09,-1.10937452882E-03
-23.70000E-09,-1.10156202845E-03
-23.65000E-09,-1.07812452734E-03
-23.60000E-09,-1.05468702623E-03
-23.55000E-09,-1.03124952511E-03
-23.50000E-09,-999.99952363E-06
-23.45000E-09,-968.74952214E-06
-23.40000E-09,-921.87451992E-06
-23.35000E-09,-867.18701732E-06
-23.30000E-09,-812.49951472E-06
-23.25000E-09,-757.81201213E-06
-23.20000E-09,-718.74951027E-06
-23.15000E-09,-687.49950879E-06
-23.10000E-09,-679.68700841E-06
-23.05000E-09,-703.12450953E-06
-23.00000E-09,-742.18701138E-06
-22.95000E-09,-796.87451398E-06
-22.90000E-09,-867.18701732E-06
-22.85000E-09,-929.68702029E-06
-22.80000E-09,-984.37452289E-06
-22.75000E-09,-1.02343702474E-03
-22.70000E-09,-1.04687452585E-03
-22.65000E-09,-1.04687452585E-03
-22.60000E-09,-1.03906202548E-03
-22.55000E-09,-1.03124952511E-03
-22.50000E-09,-1.01562452437E-03
-22.45000E-09,-1.00781202400E-03
-22.40000E-09,-1.00781202400E-03
-22.35000E-09,-1.01562452437E-03
-22.30000E-09,-1.02343702474E-03
-22.25000E-09,-1.03124952511E-03
-22.20000E-09,-1.03124952511E-03
-22.15000E-09,-1.03124952511E-03
-22.10000E-09,-1.00781202400E-03
-22.05000E-09,-976.56202252E-06
-22.00000E-09,-937.49952066E-06
-21.95000E-09,-890.62451843E-06
-21.90000E-09,-835.93701584E-06
-21.85000E-09,-789.06201361E-06
-21.80000E-09,-749.99951175E-06
-21.75000E-09,-718.74951027E-06
-21.70000E-09,-718.74951027E-06
-21.65000E-09,-726.56201064E-06
-21.60000E-09,-749.99951175E-06
-21.55000E-09,-789.06201361E-06
-21.50000E-09,-835.93701584E-06
-21.45000E-09,-882.81201806E-06
-21.40000E-09,-929.68702029E-06
-21.35000E-09,-960.93702177E-06
-21.30000E-09,-992.18702326E-06
-21.25000E-09,-1.01562452437E-03
-21.20000E-09,-1.02343702474E-03
-21.15000E-09,-1.03124952511E-03
-21.10000E-09,-1.03906202548E-03
-21.05000E-09,-1.05468702623E-03
-21.00000E-09,-1.07031202697E-03
-20.95000E-09,-1.07812452734E-03
-20.90000E-09,-1.09374952808E-03
-20.85000E-09,-1.09374952808E-03
-20.80000E-09,-1.09374952808E-03
-20.75000E-09,-1.08593702771E-03
-20.70000E-09,-1.07812452734E-03
-20.65000E-09,-1.06249952660E-03
-20.60000E-09,-1.04687452585E-03
-20.55000E-09,-1.04687452585E-03
-20.50000E-09,-1.05468702623E-03
-20.45000E-09,-1.06249952660E-03
-20.40000E-09,-1.07812452734E-03
-20.35000E-09,-1.09374952808E-03
-20.30000E-09,-1.10156202845E-03
-20.25000E-09,-1.10937452882E-03
-20.20000E-09,-1.11718702919E-03
-20.15000E-09,-1.13281202994E-03
-20.10000E-09,-1.15624953105E-03
-20.05000E-09,-1.18749953253E-03
-20.00000E-09,-1.22656203439E-03
-19.95000E-09,-1.26562453625E-03
-19.90000E-09,-1.31249953847E-03
-19.85000E-09,-1.34374953996E-03
-19.80000E-09,-1.36718704107E-03
-19.75000E-09,-1.37499954144E-03
-19.70000E-09,-1.37499954144E-03
-19.65000E-09,-1.34374953996E-03
-19.60000E-09,-1.30468703810E-03
-19.55000E-09,-1.24999953550E-03
-19.50000E-09,-1.19531203291E-03
-19.45000E-09,-1.14062453031E-03
-19.40000E-09,-1.08593702771E-03
-19.35000E-09,-1.03124952511E-03
-19.30000E-09,-984.37452289E-06
-19.25000E-09,-945.31202103E-06
-19.20000E-09,-921.87451992E-06
-19.15000E-09,-898.43701880E-06
-19.10000E-09,-890.62451843E-06
-19.05000E-09,-898.43701880E-06
-19.00000E-09,-914.06201955E-06
-18.95000E-09,-929.68702029E-06
-18.90000E-09,-953.12452140E-06
-18.85000E-09,-976.56202252E-06
-18.80000E-09,-999.99952363E-06
-18.75000E-09,-1.02343702474E-03
-18.70000E-09,-1.04687452585E-03
-18.65000E-09,-1.08593702771E-03
-18.60000E-09,-1.13281202994E-03
-18.55000E-09,-1.18749953253E-03
-18.50000E-09,-1.24999953550E-03
-18.45000E-09,-1.32031203884E-03
-18.40000E-09,-1.39062454218E-03
-18.35000E-09,-1.45312454515E-03
-18.30000E-09,-1.50781204775E-03
-18.25000E-09,-1.56249955035E-03
-18.20000E-09,-1.60156205220E-03
-18.15000E-09,-1.63281205369E-03
-18.10000E-09,-1.65624955480E-03
-18.05000E-09,-1.67187455554E-03
-18.00000E-09,-1.67968705591E-03
-17.95000E-09,-1.67968705591E-03
-17.90000E-09,-1.66406205517E-03
-17.85000E-09,-1.63281205369E-03
-17.80000E-09,-1.58593705146E-03
-17.75000E-09,-1.53124954886E-03
-17.70000E-09,-1.46093704552E-03
-17.65000E-09,-1.38281204181E-03
-17.60000E-09,-1.31249953847E-03
-17.55000E-09,-1.24999953550E-03
-17.50000E-09,-1.20312453328E-03
-17.45000E-09,-1.16406203142E-03
-17.40000E-09,-1.14062453031E-03
-17.35000E-09,-1.12499952957E-03
-17.30000E-09,-1.11718702919E-03
-17.25000E-09,-1.12499952957E-03
-17.20000E-09,-1.12499952957E-03
-17.15000E-09,-1.12499952957E-03
-17.10000E-09,-1.13281202994E-03
-17.05000E-09,-1.13281202994E-03
-17.00000E-09,-1.13281202994E-03
-16.95000E-09,-1.13281202994E-03
-16.90000E-09,-1.13281202994E-03
-16.85000E-09,-1.13281202994E-03
-16.80000E-09,-1.13281202994E-03
-16.75000E-09,-1.13281202994E-03
-16.70000E-09,-1.13281202994E-03
-16.65000E-09,-1.13281202994E-03
-16.60000E-09,-1.13281202994E-03
-16.55000E-09,-1.12499952957E-03
-16.50000E-09,-1.13281202994E-03
-16.45000E-09,-1.13281202994E-03
-16.40000E-09,-1.14062453031E-03
-16.35000E-09,-1.14843703068E-03
-16.30000E-09,-1.15624953105E-03
-16.25000E-09,-1.15624953105E-03
-16.20000E-09,-1.15624953105E-03
-16.15000E-09,-1.14843703068E-03
-16.10000E-09,-1.12499952957E-03
-16.05000E-09,-1.08593702771E-03
-16.00000E-09,-1.04687452585E-03
-15.95000E-09,-1.00781202400E-03
